Blog	four	looking	second	here	reported	k	music	until	example	want	feature	series	re	written	wasn	service	project	tech	saying	release	best	country	asked	much	life	things	had	possible	right	old	fox	continue	o	support	happy	offer	back	inside	time	leave	team	love	working	such	data	years	didn	internet	million	quite	open	city	future	san	turned	say	take	drive	ways	going	where	many	wants	photos	technology	being	around	world	power	industry	favorite	image	her	site	am	original	tv	th	large	small	past	hours	experience	social	via	company	science	states	its	always	found	really	major	number	guess	self	also	play	cover	set	see	movie	let	whole	community	recent	person	using	readers	couple	d	link	line	us	ago	land	age	came	having	results	young	send	try	video	great	makes	tools	next	process	high	doing	books	could	put	start	system	haven	face	fact	should	hope	means	stuff	email	ve	off	less	paul	web	five	become	does	problem	worth	told	work	interview	after	order	office	then	them	network	created	another	john	do	away	com	easy	voice	hand	photo	thanks	night	security	comments	marketing	post	months	way	true	reality	update	together	p	change	market	live	car	write	use	remember	still	non	january	space	shows	care	friend	than	online	america	only	between	article	comes	learning	language	these	media	thinking	real	read	early	business	lot	building	since	month	very	family	ask	help	soon	actually	event	american	pretty	during	x	close	won	probably	both	whatever	else	lives	look	while	smart	ready	used	game	computer	doesn	e	youtube	go	facebook	products	camera	started	meet	links	software	including	front	times	final	need	able	based	course	she	state	key	police	well	reasons	martin	page	twitter	home	monday	he	piece	star	amp	companies	across	even	ever	never	luther	call	tell	give	answer	president	before	personal	better	went	side	content	isn	user	features	matter	seen	don	m	stop	bad	said	against	appeared	three	website	make	left	human	yet	save	deal	popular	down	digital	weekend	daily	finally	me	did	run	making	may	man	maybe	talk	nbsp	group	interesting	living	thing	think	little	anyone	were	especially	shot	show	behind	get	morning	enough	reading	jr	according	mark	those	sound	different	pay	same	speech	money	images	users	videos	again	important	u	public	search	published	two	hour	share	needs	maps	coming	through	good	everyone	house	hard	idea	done	least	part	believe	b	built	build	most	please	mean	point	simple	create	meeting	understand	fun	itself	spent	spend	big	bit	google	often	forward	single	giving	others	private	something	ll	day	text	taking	almost	helped	center	thought	latest	add	happens	buy	brand	minutes	special	under	every	would	phone	must	keep	end	writing	each	got	free	wanted	days	already	top	too	took	talking	though	watch	amazon	despite	report	full	news	several	everything	donald	no	focus	cool	level	posts	says	goes	today	trump	information	happened	name	turn	place	white	any	ideas	sure	later	hear	review	come	case	myself	someone	events	week	without	blog	oh	racist	chinese	follow	program	woman	far	list	ten	design	version	rather	short	might	health	feel	story	store	king	kind	nothing	his	him	wrote	art	recently	attention	questions	customers	question	long	called	nice	once	find	apple	app	few	women	six	instead	light	looks	product	related	our	york	conversation	which	who	why	words	view	stories	job	last	gets	book	know	because	lead	getting	own	friends	apps	made	whether	other
kottke.org	2	6	8	33	0	7	20	7	2	9	0	7	27	9	2	1	4	3	1	0	22	2	3	17	7	16	18	15	9	8	0	0	1	2	2	3	15	1	86	2	0	5	2	8	0	16	13	3	4	6	4	3	9	0	4	10	9	2	5	9	16	18	1	18	7	10	13	30	3	4	7	2	8	3	2	5	6	11	1	7	6	3	10	3	13	5	2	13	24	12	4	21	15	2	2	3	37	8	3	6	31	4	5	5	0	2	5	4	5	2	16	2	4	30	6	3	5	1	3	2	5	2	7	30	19	6	5	8	2	1	3	24	15	8	6	8	4	1	6	9	4	6	5	2	17	11	4	0	8	11	7	7	2	4	1	14	4	14	2	1	16	23	4	1	7	5	28	9	1	2	4	2	8	1	0	0	1	2	3	2	17	4	2	6	1	2	7	4	4	2	6	14	8	9	5	3	2	11	1	0	27	3	6	14	17	3	5	2	8	19	13	2	10	16	7	1	6	1	10	1	11	2	8	2	0	7	4	9	9	3	3	3	1	9	8	5	4	4	10	4	0	2	14	4	4	4	6	2	6	1	2	3	4	5	2	1	9	2	6	0	6	7	5	3	12	6	5	0	9	4	1	3	7	1	0	34	8	8	6	0	2	27	9	9	1	1	4	1	5	15	10	5	9	7	2	0	4	2	8	1	4	22	10	1	6	5	7	2	3	3	15	2	12	3	2	0	0	8	11	0	2	3	21	8	5	9	8	3	6	2	216	3	4	4	9	11	10	3	25	8	5	14	2	9	3	4	9	1	2	1	19	6	22	3	20	5	6	5	3	5	4	2	3	4	3	5	17	1	0	2	7	3	9	22	2	3	4	5	2	4	13	5	9	2	1	22	0	5	3	7	3	1	7	1	3	2	2	6	4	7	5	2	8	0	5	3	7	7	4	5	3	13	5	0	7	2	1	0	7	1	3	2	4	15	25	0	3	2	6	25	11	7	3	6	4	8	11	5	3	2	1	6	8	3	1	6	1	2	6	3	25	2	6	1	5	4	3	4	1	2	3	2	6	3	14	9	0	1	2	2	1	4	6	2	8	4	9	8	5	5	6	1	1	0	2	3	4	2	21	2	7	12	16	0	4	4	2	1	12	7	34	5	13	20	2	2	1	1	7	7	12	1	3	9	0	2	9	1	4	3	2	7	2	1	18	2	0	34	27	10	3	6	3	2	15	2	23	27	27	2	4	15	2	1	15	4	23
O'Reilly Radar	10	0	0	0	0	0	2	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	7	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
Little Green Footballs	2	0	0	9	2	0	2	1	4	1	1	2	3	0	0	0	1	0	1	2	1	3	0	5	5	1	7	1	3	1	4	1	0	0	0	0	3	2	1	3	1	1	2	2	0	3	3	0	0	0	0	1	0	0	1	1	4	0	0	1	2	0	0	0	0	6	0	1	0	0	0	0	2	0	3	0	0	1	0	0	0	2	0	1	2	0	0	7	1	1	1	4	0	0	1	0	3	1	3	1	2	0	0	0	0	1	0	1	0	0	5	0	0	5	0	1	0	0	2	0	0	0	2	7	0	5	0	0	1	0	1	0	2	0	1	0	0	1	6	4	0	1	0	0	3	6	1	0	1	1	0	1	0	0	4	5	7	8	2	6	4	4	3	3	6	3	5	2	12	0	0	0	0	0	1	2	2	0	4	0	5	1	0	3	1	0	0	0	5	0	0	4	0	2	0	15	0	2	0	2	1	0	2	4	2	0	0	0	4	9	2	0	0	0	1	0	0	0	5	2	9	0	0	2	0	2	0	3	0	4	0	0	1	1	1	1	0	0	5	0	4	0	4	0	0	1	2	21	0	4	0	0	1	0	0	0	2	0	2	1	2	0	0	4	2	1	1	0	4	0	2	0	9	1	3	27	0	5	3	0	0	3	2	1	2	0	2	1	0	15	4	0	0	2	0	0	0	0	0	1	1	1	3	0	3	19	2	0	0	1	0	1	1	4	0	2	0	2	0	0	0	2	5	3	0	0	2	3	0	0	0	0	0	1	1	9	0	2	3	0	0	6	1	4	2	2	2	3	6	0	0	2	0	0	1	0	1	0	0	0	4	2	2	5	0	0	4	1	0	0	0	2	2	1	1	9	4	0	1	1	2	1	0	0	0	5	0	0	2	1	0	7	0	0	0	1	0	2	0	0	0	0	1	0	1	1	4	0	3	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	1	4	0	0	0	4	0	1	1	6	2	1	1	0	1	2	0	3	0	0	6	0	1	22	3	0	0	3	0	2	1	7	90	2	0	2	1	2	8	2	0	0	1	0	0	2	0	1	2	0	3	1	0	0	11	0	3	2	1	2	0	0	3	1	0	0	0	0	0	1	0	3	0	0	23	5	0	1	0	2	0	0	0	1	2	0	1	1	0	0	0	0	0	1	0	0	0	0	6	1	2	3	9	2	1	0	0	2	3	1	6	2	6	0	0	4	1	0	7	2	4
ReadWrite	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	12	0	0	0	1	1	3	0	0	0	0	0	0	1	0	0	0	9	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	1	0	2	0	0	1	10	0	6	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	1	0	0	0	0	0	3	0	0	0	1	0	0	2	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Lifehack	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lifehacker	0	0	0	1	0	0	1	3	0	1	0	0	11	0	1	0	0	1	0	0	4	1	0	1	5	0	1	0	1	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1	1	3	1	0	0	0	0	3	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	1	0	0	0	0	1	5	0	0	0	4	5	3	1	0	1	0	0	1	0	0	0	1	0	3	0	0	4	3	0	0	2	0	5	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	2	0	2	0	0	0	1	0	0	1	0	0	2	0	0	3	0	0	0	0	0	1	25	0	0	2	0	1	0	0	0	2	0	1	4	0	0	1	0	0	1	2	1	1	1	1	0	2	1	0	1	0	0	0	0	0	0	1	1	1	2	1	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	2	3	1	1	0	0	0	0	2	0	2	0	0	2	0	0	0	0	1	3	0	1	0	1	1	1	1	1	2	0	2	3	1	0	0	0	0	0	0	0	0	3	2	1	4	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	3	1	1	1	0	1	0	0	2	0	4	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	1	1	0	2	1	1	0	0	0	1	0	0	2	0	1	1	0	2	0	1	0	1	1	0	2	3	0	0	0	3	1	3	0	0	0	0	0	1	0	0	0	1	0	2	3	0	1	0	0	0	0	4	2	0	1	1	0	1	0	0	0	2	0	0	0	0	1	0	1	0	1	1	0	3	3	0	1	0	0	0	0	0	0	1	0	1	4	0	1	1	3	1	1	0	0	0	0	2	1	0	2	0	1	0	0	0	0	2	2	0	2	0	0	1	1	1	1	1	1	0	0	2	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	2	2
Google Operating System	0	0	0	7	0	0	0	0	7	3	11	0	3	0	0	0	0	0	0	2	1	0	0	2	2	1	2	0	1	4	0	0	0	2	0	0	4	1	1	0	1	0	0	1	1	0	0	1	0	0	4	0	0	0	0	0	1	1	1	1	1	4	0	6	1	0	2	2	1	0	2	8	0	4	0	1	2	1	0	0	0	0	0	0	2	0	0	0	3	1	4	1	0	0	0	0	9	4	0	1	4	2	1	0	1	1	0	5	0	0	1	2	1	0	0	2	0	1	0	9	0	4	3	3	1	2	5	5	0	4	0	1	0	0	1	5	1	0	1	1	1	1	0	1	5	2	0	0	3	0	2	0	0	3	0	0	0	2	0	0	3	3	3	0	4	0	1	0	2	1	1	0	2	0	2	2	0	0	1	0	1	0	0	0	0	0	3	0	2	0	0	7	0	5	1	0	0	18	1	0	5	0	0	10	4	0	1	2	3	3	0	0	1	1	1	0	1	0	2	1	2	0	1	1	1	1	0	0	2	0	1	0	1	1	2	1	0	0	3	5	3	0	0	2	0	2	0	13	7	0	1	2	2	1	1	0	4	0	0	0	2	2	1	0	0	0	0	2	2	3	0	10	0	6	0	0	0	1	0	0	0	4	0	2	0	0	0	0	1	0	0	0	1	0	0	2	0	0	4	0	0	3	3	1	0	0	1	0	0	0	2	2	0	0	0	0	1	5	1	0	0	0	1	3	0	0	1	2	0	0	11	0	3	2	0	0	1	0	0	0	0	2	0	15	0	0	0	0	2	0	3	2	9	0	3	0	0	1	3	5	2	2	0	1	53	1	0	0	3	1	12	0	0	0	2	0	0	0	0	0	0	0	4	0	0	3	0	0	3	0	0	0	1	0	0	0	0	0	0	108	1	1	0	0	1	1	2	7	3	4	1	0	0	2	0	2	7	0	0	0	0	3	0	1	0	0	1	1	1	0	4	0	1	0	0	1	1	0	0	0	1	0	0	0	0	2	1	0	0	0	6	0	1	1	0	0	0	1	0	1	0	2	5	3	0	3	0	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	1	0	7	0	1	3	0	0	0	0	1	0	3	0	0	0	0	0	0	0	2	0	1	0	3	5	4	0	0	1	0	9	1	1	0	0	2	3	2	12	2	0	0	12	1	1	0	1	0	0	1	1	0	4	2	0	0	2	0	2	0	2	9
ShoeMoney	0	1	0	13	0	0	0	0	0	1	0	0	6	0	0	0	0	1	0	0	1	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	1	0	5	1	0	1	1	0	3	1	0	2	2	0	0	0	0	0	0	0	2	1	1	5	0	1	0	0	0	1	1	2	1	3	0	0	0	0	1	0	1	0	0	0	2	0	0	3	0	0	0	0	2	1	0	2	1	0	1	0	1	0	1	0	0	1	4	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	2	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	4	0	0	3	0	0	0	3	0	2	0	0	3	5	0	0	0	0	4	0	0	1	3	0	0	1	0	0	0	7	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	2	1	0	2	0	0	0	2	0	3	3	0	3	1	0	3	1	0	0	1	5	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	1	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	3	0	1	0	0	2	1	0	3	2	2	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	1	1	0	2	1	1	1	0	0	0	2	0	1	3	1	0	0	0	0	2	6	6	0	0	2	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	5	0	1	0	1	0	0	1	0	0	1	0	0	2	0	0	0	0	2	0	0	0	4	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	0	0	0	1	2	1	0	1	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	4	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	1	10	0	0	0	0	0	0	0	2	1	3	3	1	0	0	0	0	1
Make: DIY Projects and Ideas for Makers	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	10	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	23	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	10	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Celebslam	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10
Mashable	0	3	0	10	2	3	2	0	0	3	2	4	6	0	2	1	5	5	2	0	3	7	3	2	4	1	4	1	1	5	0	0	4	3	0	0	2	1	7	0	5	2	0	0	2	1	0	2	2	2	5	5	0	0	0	4	1	0	1	0	3	6	0	1	0	4	3	2	0	0	0	2	6	3	1	0	3	1	1	0	2	1	1	2	0	1	1	1	8	1	1	4	3	1	0	0	27	0	0	1	24	8	3	1	2	2	1	2	0	0	5	0	1	1	1	0	0	1	1	0	2	0	2	5	1	1	0	4	1	1	1	0	5	3	0	1	0	0	3	5	1	0	2	0	0	5	1	0	4	0	0	2	0	0	2	3	0	6	0	0	4	5	2	1	1	0	4	1	4	2	0	1	2	0	2	0	0	0	9	1	4	2	1	0	1	2	1	2	4	0	0	2	0	1	0	7	0	3	0	2	5	4	1	5	0	0	4	0	0	6	3	0	1	31	3	0	4	2	1	0	4	1	1	1	1	0	1	0	0	2	0	0	3	0	1	0	2	1	3	4	0	2	3	2	1	0	4	0	0	7	3	3	0	5	0	2	2	3	2	0	3	1	0	3	15	0	0	7	3	1	8	2	11	1	5	6	0	1	6	1	3	4	3	2	8	1	1	1	0	3	2	2	1	4	1	2	1	0	0	0	1	3	2	2	0	5	1	0	1	0	5	1	4	2	0	1	1	5	1	2	0	1	3	2	0	0	9	4	1	0	0	2	2	1	1	5	3	2	7	0	0	2	2	5	7	2	0	9	5	0	2	2	2	0	3	1	0	0	1	1	0	1	5	1	0	3	9	0	3	0	0	2	3	7	2	4	3	0	1	0	0	1	0	1	0	3	1	0	0	0	0	0	0	0	1	0	0	7	0	0	0	2	1	2	0	1	8	3	5	0	0	0	0	2	0	0	0	0	7	0	0	0	0	3	4	2	0	2	0	0	0	2	1	0	0	1	1	4	4	2	4	1	4	0	3	3	2	3	3	4	9	1	0	1	0	1	1	3	9	1	0	2	0	5	2	1	0	1	3	0	0	2	1	1	1	1	4	1	1	0	0	0	1	0	5	3	1	0	0	0	0	3	1	0	1	9	1	9	1	0	12	0	5	0	0	1	1	2	3	2	0	0	0	2	0	7	1	2	3	0	1	0	3	0	10	4	0	10	11	8	1	0	2	0	5	0	0	6	3	4	2	4	1	3	4	3	5
